name,line
Con,and achilleas
Con,sleepy skantzoxoiraki
Mel0n,kiri keeps abducting more ppl
Almond™ of the day.,Find out
Meldanen ( ͡° ͜ʖ ͡°),he likes glen's weenie today
Meldanen ( ͡° ͜ʖ ͡°),That's how I remember it
Kahlan,https://media.tenor.com/images/fba922fba42b11a8af6381e096897899/tenor.gif
Nodtriel,"amazing how much some of those ""animators"" charge"
Almond™ of the day.,https://tenor.com/view/tooth-wave-creepy-gif-13277512
Meldanen ( ͡° ͜ʖ ͡°),https://tenor.com/view/indiana-jones-last-crusade-chosen-wisely-gif-13257298
Meldanen ( ͡° ͜ʖ ͡°),-stop
Mel0n,I was surrounded by elephants and i did a mega jump with some rocket launcher bomb dicks and I flew up into the other planet where I found a toothdog which killed me so I had to respawn at the beginning
Nodtriel,Also good name for a band
giannakisftw,i cant think of an other way rigth now
giannakisftw,why does this sound familiar?
Mel0n,hahaha
Con,"viego is probably the most broken champ, currently"
giannakisftw,@Lady Sibling of Cheesehampton 🧀  this one speaks to u
Kahlan,"rona has fever right, the other 2 wouldn't, i can keep an eye on that i guess"
Con,"had toasted sammich with 2 kinds of cheese, halloumi, ham, lountza, and tomato"
Con,The cancer will be flowing freely
milkypaws,covered in massive gemstones
Con,1 season sadly
giannakisftw,refering to one piece?
Meldanen ( ͡° ͜ʖ ͡°),-play cherry pie
Meldanen ( ͡° ͜ʖ ͡°),no u
Mel0n,i saw they had packs of similar stuff like bean paste
Almond™ of the day.,<:sadness:534426569406545921>
Mel0n,and wood goes with technically everything
Mel0n,jesus
Con,she bites with words
Kahlan,"i remember them being pricey, fridays is not so much"
Almond™ of the day.,https://media.giphy.com/media/xUA7b2S7SxhM1cGdsQ/giphy.gif
Nodtriel,They might/hopefully will remove the censoring when it comes to Netflix
milkypaws,if it likes us so much it shouldn't try to force us to buy its exclusives.
Con,quarantine joke
Meldanen ( ͡° ͜ʖ ͡°),more confused with the naked attraction show
Almond™ of the day.,I've had 8 puppers.
Almond™ of the day.,👋🏼
Kahlan,"Why are you questioning dream logic.
In my dreams i get lethally injured and ignore it,  I run around on all fours, and, flirt with hot guys.

We all know i have NO skill with flirting, let alone get the attention of dudes so obviously dreams have no real life basis.
The running on fours is irrelevant we can ignore that."
giannakisftw,joseph is a better helen and a better con xD
giannakisftw,gudos to cdpr!
Almond™ of the day.,and it dragging you down the toilet with it.
Almond™ of the day.,Birb love always wins
Meldanen ( ͡° ͜ʖ ͡°),https://tenor.com/view/pop-up-headlights-miata-blinking-wink-wonk-gif-14976940
milkypaws,Stray
Con,https://www.facebook.com/justin.espinal.714/videos/935196306846811/UzpfSTEwMDAxMDY5MzUwODQzMDpWSzozOTkzMjk3OTA2NTUyODI/
Mel0n,free product was mint
Nodtriel,hello hello hello hello
Mel0n,-play immortals fall out boy
Almond™ of the day.,Yes.
Mel0n,why am i listening to this https://youtu.be/CKyM7kQ_4Q4
giannakisftw,so..... spooks?
Almond™ of the day.,IT IS SO HOT
Con,it fit both so i posted it here since i posted something in birbs
Almond™ of the day.,"New York Magazine’s The Cut describes BDE as the “quiet confidence and ease with oneself that comes from knowing you have an enormous penis and you know what to do with it.”

“It’s not cockiness, it’s not a power trip — it’s the opposite: a healthy, satisfied, low-key way you feel yourself. Some may call this ‘oh he/she fucks’ vibe, but that is different: you can fuck, but not have BDE,” Allison P. Davis writes"
Con,and it takes 2 months to get those 10 euros <:eqeqeq:534427246488977418>
Con,"""Well it was fokin one a yus"""
giannakisftw,"i will, i will also tag the council, before i buy anything anw 😛"
giannakisftw,"its nice and wierd at the same time... i mean, i like it, but thats not what rs is..."
Kahlan,"It started in argentina, i think, Juliano was saying if you add him he can hack into your FB"
Almond™ of the day.,Get it? Go. 😄
giannakisftw,AHAHAHHA
Meldanen ( ͡° ͜ʖ ͡°),ye
Meldanen ( ͡° ͜ʖ ͡°),Only butts
giannakisftw,ha! cute
Mel0n,sea of thieves
Almond™ of the day.,snaccs
Kahlan,not cos someone took an illegal turn
Con,@BUTT🥝🕷🕷🕷🕷🕷 <:eqeqeq:534427246488977418>
Mel0n,lets do it
Kahlan,someone at the office tested positive for Covid
Con,"hecc
https://na.leagueoflegends.com/en-us/news/game-updates/patch-10-23-notes/?fbclid=IwAR3eTfM-vqd-GJX3FV2ZcWa63JbyYh5dOvsvhHv-amdXuFcMbSQSFJaFzOw"
Turok,https://twitter.com/Yurukuyaru/status/1199686997318623233
Almond™ of the day.,[please note I have made absolutely no attempts to even remotely understand his posts]
Con,elf lion
Mel0n,Sheep are livestock
Mel0n,if you see any of these under 500 snipe them
Mel0n,https://www.japancandystore.com/diy-candy/japanese-toilet-candy
Con,"sure, if you don't mind playing ranked in west xD"
Meldanen ( ͡° ͜ʖ ͡°),-play come on eileen
Mel0n,i had it on for 1 hour
giannakisftw,what are u talking about?
Kahlan,But nothing confirmed as of yet
Mel0n,such unflattering cuts for them
Almond™ of the day.,I don't want to delete myself.
giannakisftw,4 melee se bot lane!!!!!
Con,😤
Mel0n,and your room faces SW lol
Nodtriel,Like this
Nodtriel,<:kyriosprimetel:534482845939269637>
Kahlan,"both look like sib and my children, it's slightly terrifying"
Almond™ of the day.,Guess one must replay the whole game [X] times.
milkypaws,"Yes Con, the one where that dude said he has to sleep with one girl each day otherwise he has to resort to rape"
El Bonko,tuc crackers + cottage cheese
Con,I would really like to do that
Turok,I realized it wasn't a fulfilling gaming experience.
Meldanen ( ͡° ͜ʖ ͡°),😢
Con,"@Lady Sibling of Cheesehampton 🧀 secondary quest, after snail lady main quest
https://soranews24.com/2020/02/28/japanese-public-intoxication-on-parade-in-new-line-of-capsule-toys/?fbclid=IwAR11P75f1ohJiQvu693YccEp4HAvvmPoTtInRDRBIaG3bAIYY55OvN_IQWA"
Kahlan,https://tenor.com/view/star-trek-not-bad-not-too-shabby-alright-nice-gif-4295879
giannakisftw,its pure cancer xD
Kahlan,@A 🍍
giannakisftw,spider and web ??????????????????????????????????????????????????????????????????????????????????????????????????????????????
Mel0n,http://gifgifmagazine.com/cat-and-teddy-bear/?fbclid=IwAR3ZFIItAx3AYD6hyCeu5gnOHhmEpQEk2wpjTmaOcH6iD_2IgKHiJ3a8Byk
Con,"""not gonna join tonight exams""
*plays dota*"
Nodtriel,don't really have oreksi for phasmo tbh
Almond™ of the day.,https://9gag.com/gag/an5wyQE
Con,more likely to be banned in china than just for china 😂
Almond™ of the day.,The amount of salt you absorb from the company you keep is probably why you got kidney issues in the first place <:eqeqeq:534427246488977418>
Almond™ of the day.,I'm just looking out for my fellows.
Con,https://www.youtube.com/watch?v=8O7cFGasrf0
Almond™ of the day.,ye
Con,Reanu Keeves!
Mel0n,so dumb
giannakisftw,"hahahaha, it sounds as if the narrator just finished running a marathon and he is out of breath xD"
giannakisftw,hi
Almond™ of the day.,#cursed
Con,i think those notes i made helped me more than any tutorial online xD
Con,interior design?
Kahlan,"I think our managers forget we are legally allowed breaks.
We are allowed 2 paid breaks for 15 min each and one unpaid lunch for 45
I started my shift at 7am
Took my first  15 min at 9am
Was scheduled my ""lunch"" at 10:15am  (why this retarded time? because 11am phones go live and they want everyone to be ready and to make sure i am doing maximum hours on the phones during my shift they shoved my 2 breaks before the 11am timestamp)
I am also covering social media as a cover agent, what that means is that every shift there has to be 3 main agents on SO-ME and one cover, the cover goes on SO-ME when the others are off on lunch as there must always be 3 agents on SO-ME 
I was told to cover this from 12:15-14:30

But at 10:10 am  I was told to do some training that will take over an hour and go straight to calls once it's 11, meaning i will miss my initial lunch.

At 10:45 they told me to stop my training to go back on chats for 15 mins and go on calls at 11 and i will finish training after 14:30

I'm still due a lunch and one more 15 min break, but my shift ends at 15:45 so that just leaves 1 hours 15 minutes after 14:30 to squash those breaks in and finish my training.
So what i did was took my lunch at 11:30 as the most hectic time for calls is 11-11:30 and that also means i will be on time to cover so-me and can worry about the final break later as it's just 15 mins.
20 mins into my lunch break ""you know what just go finish the training now and make sure you are done before you need to cover so-me"""
Nodtriel,"A Con class, supports by playing music, so pretty much a bard, but attacks with a boomerang for some reason. 
https://www.youtube.com/watch?v=V27Zr7GgSF0"
Nodtriel,@xdo go 🥥 you going to be around tonight for some spooks?
Con,https://www.facebook.com/TwoSetViolin/videos/500452843851471/UzpfSTEwMDAwMTcxNjU3NzYyMzozMTkyMjEyMDg0MTgzODQ3/
Con,"i see now why he's posting stuff about his pc here, it's not because it's tech
it's because it's taking so long to complete that it has developed its own culture"
Con,y0s!
giannakisftw,I believe its the last mmo i bought cd for :P
Mel0n,jesus grist
Nodtriel,"No idea what sushy is, so not jelly"
Almond™ of the day.,These things escalate and everyone starts doing it
Mel0n,https://www.japancrate.com/jc
Meldanen ( ͡° ͜ʖ ͡°),👀
Kahlan,"the animal rights ppl were after him for so long, telling the pol;ice that he is a potential danger bt they didn't care"
giannakisftw,u tihnk that would stop me to eat it?
Meldanen ( ͡° ͜ʖ ͡°),huehue
Turok,VAGINAS STINK LIKE SHIT
giannakisftw,expected but.... AAAAAAAAAAAAAA
giannakisftw,"its like u r eating toblerone, but it taste like ferero rosse ( or what ever its called)  i like ferero, but ... toblerone shouldnt taste  like one! lol"
Almond™ of the day.,"THROUGH HER PANTIES, THROUGH HER TROUSERS"
Mel0n,i was using a donut pillow for my bum last night. kiri is now sleeping in a circle on it
milkypaws,😂 😂
Mel0n,I FINK I'M  HAVING STEAK TONIGHT
Con,it's juanito espadrilloni
giannakisftw,u need to gear them first! con is right
Almond™ of the day.,<:eqeqeq:534427246488977418>
giannakisftw,mp=b
Con,but sardines are too salty
El Bonko,tuc crackers + cottage cheese
Kahlan,with my stomach outside of my body
giannakisftw,and somehow it reached cyprus
Mel0n,@Bepis
Nodtriel,https://tenor.com/view/michael-scott-wink-yes-%E0%A4%86%E0%A4%81%E0%A4%96-%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A4%A8%E0%A4%BE-gif-5795910
Kahlan,if you're used to garbo you can't appreciate true quality
Mel0n,cuuuuuute
Turok,Tried it.
Almond™ of the day.,Blopera.
Meldanen ( ͡° ͜ʖ ͡°),"his pc?
his degree?"
Nodtriel,"Yes! Thank you, Con"
giannakisftw,"btw, last night i saw parasite"
Con,noice
Kahlan,Did you actually kick him???
Con,"@G Xoxo🌷:)  here's a bunch of yasuos getting REKT by Ross and friends <:eqeqeq:534427246488977418> 
especially at around 13:30ish
https://www.youtube.com/watch?v=E2KU0mLzvYY"
Con,Those are actually moths in disguise!
Mel0n,rofl
Kahlan,"then when i went high school and someday the subject opened up, kids from other villages said the same shit happened in their areas"
giannakisftw,i
giannakisftw,i dont recall me getting ths skin
Kahlan,https://tenor.com/view/dj-maybe-benicio-del-toro-the-last-jedi-gif-12192810
Kahlan,Have a diarrhea  attack on there
Mel0n,he has black spots
Nodtriel,"Awesome glad to hear
Looking forward to seeing it"
Con,maybe haha
Kahlan,https://tenor.com/view/shame-pity-reload-shotgun-gif-5160379
Con,but i'll probably finish it all before the end of the week <:eqeqeq:534427246488977418>
Mel0n,ime
giannakisftw,"apaprently throwing them off the inventory, did not land INSIDE the shop, but clipped through the it"
Kahlan,So it will explode. You will see it after 8 minutes.  And then another few minutes before the blasts reaches us. Or
Con,Chicken with rice again
giannakisftw,"rude, super loud, disgusting etc.... but friendly !"
Mel0n,it's peace that you wanted to say
Nodtriel,-play sleeping at last earth
Mel0n,from cat paws cy
giannakisftw,i would love to but meh... gonna spare the money.
Almond™ of the day.,Con and Jo have never seen boobs confirmed
Turok,https://twitter.com/i/status/1180725563935350784
Nodtriel,The anime also threw in a lot of its own shit
Con,https://www.youtube.com/watch?v=Il7bkXSivow
Con,"@Joph 🍋 just so you know i didnt ignore you, yesterday i tried to make the site similar to your example but the code was a mess and chaotic so i started a lecture tutorial thing from the beginning, i even took notes on paper. the ultimate goal is to make my own portfolio website from scratch. dunno how long it will take, but hopefully less than a year xD"
Mel0n,Step 3
Mel0n,yis
Almond™ of the day.,l o e l
Con,"he was literally the worst in his team, at some point i killed him and got like 114 gold or something"
Mel0n,ew
Mel0n,"yeah yeah keep giving out free games, we still don't like you bitch"
Con,Yep
giannakisftw,"20 20 be like: yo, i am here"
Con,https://tenor.com/view/tooth-wave-creepy-gif-13277512
Mel0n,It was the film I wanted us to go see at the cinema next Sunday with crystal
Meldanen ( ͡° ͜ʖ ͡°),i am not a purist
Almond™ of the day.,https://www.boredpanda.com/english-language-logic-no-sense/?utm_source=facebook&utm_medium=social&utm_campaign=BPFacebook&fbclid=IwAR10Ayamh89rS0A3p9NGoMkODvcpd2nsYqrjL-BBCByvwJX6BLcrNFpw9UA
giannakisftw,I recall it having maps for each level range. For example from lvl 1-10 u plah kn map 1
Con,it looks ok
milkypaws,wtffff
Kahlan,Medieval toilets <:eqeqeq:534427246488977418>
Almond™ of the day.,drinks
milkypaws,we are still discussing the possibility of having a campaign and how often it can run
Con,#halflinglivesmatter
Meldanen ( ͡° ͜ʖ ͡°),@G Xoxo🌷:) https://www.youtube.com/watch?v=dSfVv-oVTts&feature=emb_title
Mel0n,hahaha
Mel0n,https://images.app.goo.gl/jJ4WZD4mbxRTRDvEA
Con,you didnt even see my drawing 😦
Con,https://www.facebook.com/anthony.ontiveros.7169/videos/839881529861456/
Con,lillia is fun
Con,"according to this, if you are ever lost just go north"
Turok,Otherwise
Mel0n,Jesus is the bread
Turok,I approve.
giannakisftw,🤢
Almond™ of the day.,My back and shoulders and neck are permanently riddled with them.
Nodtriel,"possibly, both of them i had already read 
Ted the Caver is my all time favourite creepypasta"
Mel0n,i enjoyed what's hername and what's his name
Mel0n,which according to him it's cheap
